#{"t_start": 1775967785.2824872, "env_id": "None"}
r,l,t
-35.118354,77,284.710074
-55.997214,84,284.724305
-92.002088,108,284.743485
-49.546639,115,284.763188
-68.138884,92,284.778459
-231.848711,183,284.80895
-35.439256,73,284.821317
-42.423233,63,284.83174
-120.546515,159,284.859227
-52.437351,94,284.875077
-168.130957,129,284.896619
-46.176605,78,284.909933
-100.893014,129,284.931659
-69.477132,113,284.95069
-51.020003,61,284.961919
-61.86232,64,284.972886
-44.169639,70,284.985235
-48.962819,63,284.996018
-31.87273,35,285.002005
-52.765932,74,285.014543
-41.679662,62,285.025176
-49.106209,92,285.040784
-29.390468,33,285.046677
-61.780468,83,285.062352
-71.900494,92,285.078634
-39.702,46,285.086756
-92.103494,144,285.110757
-81.746921,73,285.123379
-76.637932,99,285.140103
-78.778805,85,285.15421
-35.102353,67,285.166105
-51.49015,68,285.177853
-37.289768,61,285.188109
-60.843189,71,285.20006
-40.936731,84,285.214298
-68.965539,93,285.229489
-46.315661,48,285.237293
-40.211604,70,285.24866
-36.017267,38,285.254864
-98.538042,108,285.273748
-97.811895,92,285.289993
-48.395473,121,285.310627
-132.206212,150,285.335809
-40.574501,47,285.343764
-33.296957,39,285.350342
-68.374355,99,285.643501
-42.176567,65,285.655146
-83.407443,95,285.670963
-36.60218,46,285.678849
-52.907346,51,285.687441
-48.151771,73,285.700975
-127.531637,126,285.722357
-62.82916,89,285.737342
-38.606976,49,285.745669
-38.579863,70,285.757109
-66.464848,50,285.765428
-50.65104,72,285.777185
-101.313119,100,285.793937
-45.750535,81,285.808678
-110.692839,127,285.83022
-58.724717,68,285.841667
-47.273048,92,285.857019
-44.042565,55,285.866249
-75.302192,77,285.879076
-52.271102,89,285.893968
-103.095712,132,285.934968
-50.920544,61,285.94995
-31.980256,31,285.955222
-117.49105,161,285.982585
-51.472256,87,285.996858
-61.20734,81,286.010881
-72.969331,86,286.025725
-75.572926,110,286.044814
-70.001621,88,286.059631
-28.270757,35,286.06542
-24.714695,27,286.069991
-28.223796,66,286.081034
-126.815379,121,286.101753
-36.026343,55,286.111142
-26.595492,27,286.116695
-116.988705,100,286.134124
-114.936584,113,286.153637
-53.396472,60,286.164184
-46.344853,61,286.174864
-31.203912,92,286.190702
-66.695953,77,286.203808
-85.820058,67,286.215117
-33.074538,46,286.223773
-46.038393,50,286.232491
-59.233781,102,286.249829
-125.51752,142,286.273005
-55.334952,57,286.282531
-52.595163,72,286.294606
-74.993806,85,286.308781
-147.774796,144,286.333522
-72.721087,88,286.348747
-87.320571,69,286.633865
-64.244449,57,286.643495
-57.866615,99,286.66224
-89.475204,113,286.681902
-77.920896,79,286.695248
-28.398663,64,286.706036
-60.30234,82,286.719847
-71.442327,108,286.737863
-145.328888,109,286.75755
-45.850377,53,286.766883
-35.715156,39,286.773357
-116.228728,132,286.794969
-69.217576,118,286.814326
-73.352138,75,286.826525
-40.132786,42,286.833385
-66.295309,83,286.846906
-31.718617,88,286.862411
-77.196958,116,286.88221
-25.48048,26,286.886623
-88.292261,158,286.913393
-41.71305,50,286.921857
-23.015895,35,286.927831
-63.248778,85,286.941976
-46.759699,84,286.956553
-89.288794,106,286.975647
-43.32989,68,286.987391
-150.455261,141,287.011272
-84.966186,78,287.02416
-25.845761,49,287.03268
-81.086735,92,287.04836
-41.771203,59,287.058384
-117.823504,108,287.077826
-33.774787,46,287.085963
-76.409584,106,287.104356
-24.153802,61,287.114687
-38.930432,37,287.120888
-113.543047,142,287.144783
-37.396043,57,287.154445
-43.145586,71,287.166393
-131.427376,149,287.192172
-72.665065,76,287.205176
-55.679307,75,287.217942
-29.539958,59,287.22776
-70.082251,91,287.243206
-73.398613,82,287.257323
-78.236824,110,287.275987
-54.513999,70,287.28911
-28.064582,34,287.295123
-44.615198,78,287.308517
-79.143077,91,287.323918
-44.412558,51,287.604127
-30.403536,57,287.614582
-45.124459,68,287.625931
-145.173851,148,287.651404
-70.221359,60,287.662153
-61.019762,77,287.675566
-64.442405,84,287.690028
-43.262129,63,287.70106
-73.523155,93,287.718713
-65.91866,52,287.727866
-35.030191,52,287.737007
-32.830946,61,287.747423
-25.719847,36,287.753615
-26.61127,54,287.762873
-43.849069,75,287.775884
-45.366071,66,287.787446
-39.888528,83,287.801552
-35.751096,37,287.808799
-89.112708,131,287.832031
-33.06577,41,287.839185
-61.156325,81,287.853225
-53.004025,88,287.867985
-83.818475,106,287.885835
-89.197454,78,287.898812
-59.145639,97,287.915675
-38.501332,43,287.923355
-30.390247,62,287.934249
-82.081879,109,287.952615
-58.882824,96,287.968753
-94.539193,80,287.982398
-36.883347,55,287.991763
-45.899232,42,287.998855
-115.351284,123,288.020248
-40.984262,45,288.028158
-92.570102,103,288.045783
-25.255842,38,288.052307
-146.37069,106,288.070068
-72.495819,99,288.086785
-148.010326,165,288.114607
-55.906157,84,288.129578
-127.753901,80,288.143203
-37.826185,97,288.159734
-31.868347,90,288.174948
-96.989108,93,288.190473
-47.101866,59,288.20042
-31.581415,45,288.207956
-36.446021,59,288.217917
-67.002402,69,288.229671
-100.392081,93,288.246489
-69.046038,101,288.263478
-96.644137,122,288.284102
-56.924044,69,288.295826
-76.594552,127,288.604668
-107.372669,130,288.626998
-47.873212,82,288.641109
-44.014042,73,288.655235
-44.332461,48,288.663565
-39.42957,59,288.673459
-67.486476,72,288.685425
-66.164115,91,288.700777
-41.697929,39,288.70778
-91.44868,117,288.727255
-48.330818,66,288.738196
-85.700315,89,288.753976
-53.083489,76,288.767247
-60.673165,78,288.780556
-72.78654,93,288.796354
-55.964116,60,288.806524
-30.060653,42,288.813765
-73.182923,82,288.8274
-35.902995,62,288.837767
-96.725694,89,288.852603
-89.818923,111,288.872354
-68.307162,113,288.891656
-37.758005,58,288.901798
-47.919277,75,288.91436
-31.341979,79,288.927863
-62.405435,61,288.938134
-58.931183,74,288.950452
-21.092412,32,288.955894
-64.061499,90,288.973542
-41.983949,65,288.985006
-31.836108,90,289.000363
-67.696513,78,289.013839
-44.300277,66,289.024866
-82.387519,96,289.04072
-43.977867,68,289.051818
-154.411874,111,289.070973
-32.761551,50,289.080049
-75.671245,119,289.09987
-35.591966,51,289.108699
-45.734328,67,289.120059
-48.266102,53,289.12908
-82.244535,128,289.150467
-58.493673,102,289.167519
-80.560849,87,289.183256
-46.780507,78,289.196381
-33.425324,83,289.210291
-57.857687,78,289.223248
-40.616664,78,289.236256
-97.842239,139,289.259504
-55.939686,91,289.274648
-92.691022,131,289.577262
-139.155068,122,289.600893
-28.897675,59,289.611616
-107.905523,129,289.634594
-27.983725,32,289.640038
-83.407616,114,289.659189
-38.976683,48,289.667402
-28.856975,50,289.675837
-43.670713,102,289.692899
-38.243246,68,289.705091
-35.531771,92,289.721223
-132.908707,127,289.742804
-65.094025,79,289.756275
-51.095662,59,289.766306
-76.733493,89,289.781314
-29.668189,34,289.787086
-89.17886,93,289.802385
-45.038266,52,289.811809
-36.978367,69,289.823378
-33.674068,40,289.830204
-72.000284,92,289.845634
-154.227454,141,289.869244
-133.153856,137,289.892415
-57.292929,43,289.899763
-92.830789,115,289.919875
-97.066542,128,289.941329
-89.423627,112,289.959805
-42.672429,74,289.972363
-106.382032,147,289.997039
-69.988759,66,290.008111
-76.240295,117,290.028377
-55.503327,99,290.045195
-43.925956,41,290.052331
-67.892662,92,290.067831
-86.867261,93,290.083412
-90.388298,123,290.103843
-44.970941,56,290.113158
-59.994094,72,290.125942
-61.447642,93,290.141773
-57.112591,83,290.155719
-59.59888,76,290.168357
-22.679621,22,290.172043
-39.797708,111,290.190636
-68.790003,109,290.209022
-63.761615,66,290.219939
-33.517989,38,290.226271
-124.02324,130,290.24935
-43.711751,69,290.260881
-50.103142,71,290.272766
-28.260625,63,290.554431
-66.062886,114,290.57521
-68.108902,103,290.593645
-88.736437,98,290.610899
-64.226652,71,290.623308
-97.131209,117,290.643916
-37.712656,61,290.655604
-42.699881,83,290.670512
-43.462293,60,290.680755
-91.719305,83,290.694762
-49.231126,58,290.70494
-55.929118,89,290.720207
-59.492614,69,290.731789
-46.56199,59,290.741599
-87.482237,121,290.763494
-41.918159,61,290.773998
-77.421125,84,290.78828
-51.71474,63,290.798928
-35.925161,59,290.808788
-29.319576,56,290.818177
-27.676399,48,290.826199
-51.275683,83,290.840138
-52.648328,76,290.853082
-38.159548,49,290.862267
-39.048407,58,290.872564
-115.706554,120,290.892789
-83.848689,130,290.914643
-51.482089,52,290.923604
-95.39213,97,290.940165
-74.745773,117,290.959697
-66.671647,90,290.975704
-92.0547,112,290.994361
-52.518798,52,291.003332
-50.131279,89,291.018597
-59.952707,96,291.035124
-94.372634,122,291.055247
-37.547727,94,291.071636
-119.135621,111,291.090765
-129.249243,96,291.107051
-106.51303,140,291.131022
-45.503076,88,291.145771
-112.587162,84,291.159807
-72.783929,67,291.170945
-117.83453,171,291.200621
-85.264337,85,291.215218
-93.375775,121,291.238812
-46.421948,94,291.254845
-87.503328,129,291.545906
-142.749604,121,291.567786
-59.2612,56,291.577266
-23.781195,36,291.584902
-105.739926,142,291.61046
-28.624163,48,291.618929
-36.586899,54,291.628015
-100.374429,112,291.647067
-78.770516,69,291.658632
-68.147334,80,291.67208
-81.188148,85,291.686404
-65.845101,78,291.699749
-50.986171,74,291.714025
-55.303391,90,291.72924
-83.405057,70,291.74139
-62.091886,49,291.749757
-57.223768,84,291.764331
-49.285947,89,291.779475
-47.657064,60,291.789668
-32.49211,43,291.797133
-32.540457,62,291.808754
-34.660546,78,291.822118
-55.748071,95,291.838059
-60.604256,103,291.855132
-52.802677,99,291.871578
-46.99241,77,291.884469
-59.818967,74,291.896983
-81.563746,71,291.909141
-29.924787,67,291.921707
-29.209188,41,291.929018
-35.444836,46,291.936883
-51.994045,51,291.945528
-115.637669,139,291.96922
-71.37536,107,291.98727
-31.583144,46,291.995116
-43.249833,115,292.014348
-52.02343,74,292.028051
-73.743192,125,292.049045
-47.801534,83,292.062975
-77.741959,102,292.079934
-85.656582,80,292.093292
-44.300589,50,292.101669
-99.559463,112,292.120278
-64.692345,99,292.137772
-54.692573,106,292.155936
-78.587166,118,292.17589
-47.770957,79,292.189384
-62.331603,110,292.207839
-53.288806,55,292.217134
-48.207482,79,292.49558
-25.376815,23,292.499774
-73.606264,97,292.516217
-159.730679,153,292.541849
-37.084342,43,292.549427
-31.365093,97,292.567298
-29.487296,58,292.577538
-65.025589,75,292.591997
-63.737598,89,292.607421
-51.052222,104,292.625401
-96.40863,94,292.641603
-54.593055,58,292.651674
-133.131078,145,292.677648
-40.131697,66,292.689178
-59.325009,116,292.708948
-93.414232,70,292.721059
-40.546505,78,292.73408
-156.242617,186,292.765389
-65.300224,112,292.785414
-66.212251,78,292.798351
-94.368842,62,292.808582
-59.950465,96,292.824985
-58.720226,92,292.840781
-73.045443,100,292.857846
-43.056234,34,292.863677
-105.884225,142,292.8889
-43.546472,52,292.897939
-74.537114,72,292.909886
-104.001635,114,292.92871
-31.478382,40,292.935657
-43.480818,101,292.952877
-99.660818,121,292.972847
-78.795028,149,292.999715
-53.688332,61,293.010143
-81.492819,63,293.021238
-42.117729,65,293.032535
-67.316913,57,293.04257
-61.616248,84,293.057086
-52.802273,89,293.072283
-46.490827,49,293.080666
-26.357636,44,293.089038
-195.877489,178,293.120376
-79.136354,76,293.133091
-101.162116,127,293.154037
-138.460229,156,293.180485
-33.260528,75,293.194077
-44.936903,97,293.476275
-52.10707,62,293.487284
-58.262325,95,293.503444
-24.857241,53,293.513217
-47.710135,100,293.530266
-40.681765,54,293.539415
-49.809832,76,293.552594
-74.664088,53,293.562544
-45.605938,74,293.575326
-60.564771,64,293.588958
-91.631471,100,293.605972
-48.956049,61,293.617391
-47.711762,50,293.626303
-102.148711,135,293.649346
-33.045997,41,293.656222
-34.581884,39,293.662721
-61.550557,121,293.682796
-59.683862,56,293.692074
-48.142283,96,293.708018
-82.203112,95,293.724742
-111.077924,123,293.74603
-44.125166,79,293.759207
-35.332171,65,293.770039
-33.647103,75,293.782492
-65.40962,126,293.803453
-75.023177,105,293.820755
-36.495884,55,293.830823
-60.25997,82,293.844875
-87.159456,93,293.860209
-53.420372,73,293.872181
-59.465525,74,293.884304
-38.986631,76,293.896871
-68.452153,92,293.912232
-54.105018,119,293.932824
-68.915612,83,293.947483
-25.17522,39,293.954199
-62.308715,77,293.967219
-57.071528,71,293.979353
-102.083597,113,293.998202
-58.314039,82,294.012177
-40.894532,54,294.021224
-91.643317,122,294.043038
-48.770585,58,294.053169
-59.969422,79,294.066477
-84.75875,68,294.077957
-42.835099,49,294.086193
-106.534779,87,294.101088
-87.580442,131,294.123387
-102.750111,132,294.146579
-47.749309,58,294.156676
-42.367061,40,294.163667
-59.743925,104,294.448188
-29.942373,37,294.454606
-69.938982,92,294.471548
-43.323551,50,294.480219
-118.17179,144,294.504228
-39.493079,77,294.517376
-43.670659,48,294.525519
-36.847609,49,294.53394
-29.485122,45,294.541709
-89.895902,115,294.561764
-66.873545,70,294.575455
-37.67389,42,294.584055
-81.597113,76,294.597745
-57.473278,63,294.608461
-52.762289,67,294.620106
-85.966647,115,294.639764
-70.479717,137,294.662757
-33.534085,54,294.672749
-67.561151,104,294.690446
-98.227965,141,294.714272
-81.711446,112,294.733352
-68.907798,87,294.747951
-59.290683,105,294.765516
-62.378842,78,294.779244
-90.19953,99,294.796391
-28.433764,76,294.809033
-46.135681,59,294.818902
-83.918522,128,294.840091
-85.381605,87,294.854574
-105.708444,128,294.875618
-71.027582,71,294.888545
-79.286695,87,294.903409
-27.966832,32,294.908877
-47.798871,64,294.919649
-63.448328,87,294.934211
-83.122369,74,294.946552
-56.098299,59,294.956419
-67.987617,90,294.971565
-34.954967,42,294.978742
-37.679378,57,294.989251
-81.62187,91,295.00493
-34.004908,49,295.013155
-48.594901,48,295.021276
-85.544666,102,295.038378
-70.695877,92,295.054322
-85.006324,152,295.080167
-73.0573,107,295.099622
-61.166783,94,295.115771
-78.775008,127,295.138039
-59.524717,72,295.487716
-29.837446,50,295.496763
-34.801833,55,295.506136
-58.688405,102,295.524472
-45.208256,123,295.552801
-100.667002,90,295.569087
-58.503973,106,295.590555
-79.980369,94,295.606537
-68.622591,70,295.625218
-25.283825,27,295.631065
-97.648795,107,295.650166
-66.084664,111,295.669491
-80.0728,137,295.692894
-123.078382,164,295.724747
-61.865589,78,295.739621
-56.284411,71,295.752497
-48.400715,79,295.766137
-91.029937,135,295.789144
-82.766571,141,295.81391
-71.60527,94,295.83753
-97.633528,96,295.854699
-32.792822,48,295.86302
-44.86203,62,295.873539
-103.828695,95,295.896568
-81.803743,116,295.918955
-24.596716,32,295.924682
-62.58797,95,295.942239
-37.219937,47,295.953014
-62.589315,53,295.962777
-44.846004,46,295.970739
-35.769323,73,295.983548
-42.985845,90,296.000034
-94.207491,102,296.018438
-84.122436,140,296.041999
-115.69543,93,296.05924
-46.638384,56,296.068851
-39.737426,54,296.077806
-52.399301,87,296.092406
-55.389334,83,296.106225
-99.331585,107,296.124874
-101.413147,137,296.149152
-109.627042,128,296.171604
-50.195479,86,296.186408
-54.949851,66,296.197685
-138.79125,127,296.220014
-45.112094,47,296.228113
-68.414044,105,296.519519
-60.180715,92,296.535015
-79.704465,133,296.558081
-145.54431,155,296.587485
-74.110753,56,296.597852
-85.65478,87,296.612729
-69.893244,95,296.628546
-52.401011,63,296.63972
-119.610499,108,296.675029
-91.080905,60,296.68615
-88.253242,113,296.70543
-75.44975,120,296.725641
-25.271619,27,296.730274
-103.783255,151,296.755238
-35.31456,60,296.765304
-125.538039,142,296.790683
-86.867046,78,296.804142
-68.903346,64,296.814848
-118.769242,141,296.838497
-33.139104,73,296.85091
-24.99018,46,296.858654
-38.802112,61,296.869089
-67.578661,104,296.888093
-58.803575,130,296.911025
-61.955496,98,296.927828
-131.376981,100,296.944686
-31.345865,29,296.949854
-196.060365,182,296.980323
-111.118749,98,296.997925
-32.760978,61,297.008107
-73.447279,76,297.02056
-32.635299,34,297.026167
-52.347187,132,297.048586
-64.533175,108,297.066282
-45.786328,105,297.083906
-97.097711,112,297.104563
-79.451599,105,297.122764
-63.791759,67,297.134123
-33.262405,56,297.143728
-31.602694,48,297.152038
-29.818958,70,297.165288
-66.370143,65,297.176525
-61.254779,53,297.185494
-90.674044,80,297.199702
-68.242071,112,297.218797
-64.41454,111,297.553849
-35.540058,89,297.570272
-39.909881,89,297.586958
-74.397223,89,297.602531
-45.162612,38,297.608949
-59.835443,121,297.631032
-74.782992,89,297.646632
-76.718711,91,297.662663
-72.718212,144,297.686206
-96.22872,126,297.707199
-45.630455,123,297.728253
-29.31313,52,297.737556
-85.238152,113,297.757106
-58.811932,65,297.768279
-96.239608,133,297.790258
-58.931452,64,297.800927
-74.768662,83,297.814815
-115.42165,144,297.840052
-57.902596,91,297.855774
-36.411568,68,297.867353
-65.325136,132,297.889187
-73.384016,81,297.902768
-55.42177,59,297.912631
-116.559422,97,297.928601
-97.873606,114,297.948662
-45.419945,76,297.961398
-105.061472,130,297.983237
-34.072139,37,297.989537
-35.882908,41,297.99667
-138.924467,148,298.021514
-62.3244,55,298.030855
-26.856451,56,298.040312
-41.760482,100,298.058181
-105.621443,80,298.071841
-37.938948,53,298.080794
-92.703349,95,298.096861
-33.500094,60,298.106969
-39.846153,60,298.117123
-69.780309,87,298.131661
-80.917192,74,298.144168
-26.91377,52,298.153738
-85.25994,114,298.173312
-95.848594,129,298.195062
-81.831846,51,298.203725
-82.471395,145,298.227931
-83.94624,96,298.243992
-56.357334,62,298.578289
-54.423038,102,298.598456
-151.579989,138,298.622603
-53.076439,58,298.632841
-24.744661,40,298.639543
-54.65208,49,298.647813
-34.023922,52,298.656545
-36.420222,73,298.668477
-37.999398,46,298.676147
-72.533813,69,298.68908
-175.283269,177,298.719512
-54.534758,105,298.737355
-39.53429,79,298.750675
-30.837604,46,298.758553
-110.303889,148,298.783419
-32.211386,65,298.795182
-36.629846,60,298.805321
-37.983872,45,298.813022
-56.274941,101,298.830265
-32.609714,86,298.844848
-54.091803,75,298.857643
-41.757023,37,298.863944
-51.096441,63,298.874673
-31.46891,100,298.89169
-46.049286,78,298.90602
-191.259299,123,298.927296
-37.897505,52,298.93629
-38.157565,55,298.945597
-53.113912,52,298.954348
-18.97594,25,298.958526
-101.367857,104,298.976044
-33.675065,52,298.984835
-96.210124,72,298.997071
-53.373348,83,299.011852
-32.495786,62,299.022306
-62.412055,90,299.037499
-52.889312,106,299.055554
-48.219781,72,299.06778
-18.356296,25,299.071993
-30.022308,52,299.080888
-119.224551,145,299.104923
-65.847779,89,299.121639
-34.010782,40,299.128501
-24.951078,59,299.138501
-33.26875,50,299.146847
-69.31027,65,299.157714
-67.227197,114,299.17673
-42.583841,51,299.185246
-57.418421,62,299.195538
-34.708461,81,299.209083
-90.725067,117,299.229756
-56.617102,80,299.243012
-37.378943,82,299.256512
-72.495684,98,299.272814
-44.640382,67,299.554427
-51.0084,98,299.572366
-36.99139,61,299.5869
-27.538257,54,299.596656
-80.746303,96,299.614227
-79.113173,70,299.626291
-53.217258,121,299.648825
-61.426571,66,299.660409
-55.707543,93,299.676251
-50.05419,58,299.685877
-66.563868,95,299.701935
-66.462226,108,299.720263
-59.607752,101,299.737109
-40.269909,60,299.74858
-34.362157,68,299.760096
-153.0513,183,299.790693
-57.146993,84,299.804841
-36.002325,50,299.813074
-23.778232,36,299.818983
-76.299558,114,299.83781
-44.934239,63,299.849231
-47.605299,53,299.858111
-45.77846,95,299.874129
-58.46404,74,299.886576
-52.66833,66,299.89766
-86.164941,87,299.912397
-38.784874,78,299.925739
-35.350129,95,299.941681
-42.647794,78,299.955953
-36.420925,46,299.963867
-57.521477,101,299.980609
-53.707137,72,299.992734
-29.638294,39,299.999356
-78.725801,108,300.017465
-39.613292,44,300.024915
-39.766521,85,300.039168
-46.258342,109,300.058289
-88.387356,116,300.07758
-87.901901,130,300.099113
-54.341909,58,300.108793
-25.645675,48,300.117008
-37.934622,84,300.131075
-56.539128,74,300.143497
-31.99867,70,300.155244
-67.438125,63,300.166705
-54.952405,89,300.181509
-46.663374,47,300.189454
-60.229611,61,300.199637
-30.31282,54,300.208508
-30.254086,36,300.214478
-55.23538,64,300.224968
-45.442911,64,300.235547
-44.993667,56,300.24485
-40.472515,41,300.51289
-77.32968,82,300.526968
-48.844268,52,300.535761
-46.004536,76,300.549342
-23.471087,41,300.556577
-47.005148,55,300.566314
-73.72797,80,300.581748
-64.510642,89,300.597903
-87.451246,116,300.617567
-37.422435,46,300.625445
-51.022261,82,300.639249
-72.671678,132,300.661479
-74.304126,106,300.679462
-150.792936,92,300.696677
-48.733186,50,300.705337
-120.890371,106,300.723737
-80.349659,111,300.742793
-53.890329,100,300.759612
-35.42689,47,300.767654
-99.163549,101,300.784531
-27.454891,37,300.791708
-85.314678,90,300.807259
-45.810805,92,300.822877
-91.08568,125,300.844075
-73.842937,101,300.860745
-55.548388,80,300.87392
-54.237926,60,300.883808
-117.595766,142,300.908348
-70.698189,90,300.923698
-132.57877,135,300.946122
-101.105116,111,300.964666
-67.88372,106,300.982412
-26.868874,42,300.989426
-89.402642,78,301.003191
-54.83886,86,301.017755
-48.539099,55,301.026855
-34.84234,48,301.034766
-39.027632,62,301.045006
-53.705176,70,301.0566
-99.331882,128,301.077679
-32.254008,68,301.089408
-34.587465,37,301.095853
-68.556084,80,301.110412
-125.621778,93,301.126714
-40.713276,51,301.136592
-76.339684,83,301.151622
-48.963827,75,301.164575
-65.875283,67,301.1756
-34.462798,92,301.190935
-43.948705,44,301.198361
-140.300259,116,301.4842
-77.761852,86,301.498792
-90.986073,137,301.521982
-71.431642,88,301.537053
-63.033391,92,301.554218
-62.213331,128,301.576801
-93.157995,115,301.597687
-95.137808,120,301.61805
-126.364404,100,301.634806
-92.566934,130,301.65785
-57.603785,72,301.670624
-69.934469,77,301.683735
-32.067159,64,301.69481
-59.009261,69,301.706654
-73.749549,141,301.730344
-54.768673,84,301.744558
-65.768394,72,301.757927
-48.116431,77,301.771847
-74.439386,116,301.791527
-55.580433,79,301.805031
-73.65819,60,301.815451
-30.668752,42,301.82294
-84.685513,104,301.840512
-26.580526,28,301.845206
-65.21344,109,301.865196
-52.433977,62,301.875876
-81.734326,95,301.892022
-51.930373,59,301.902577
-40.909344,45,301.910221
-86.876191,109,301.929006
-44.209795,80,301.942519
-35.733295,45,301.950072
-46.075264,53,301.958923
-33.86798,66,301.971142
-48.535673,73,301.983329
-50.692451,66,301.994319
-55.07935,66,302.005595
-80.450751,68,302.017255
-134.452435,149,302.042129
-50.794567,81,302.055667
-33.047246,86,302.070844
-45.616203,74,302.083861
-40.17033,49,302.09226
-94.159393,101,302.109266
-35.422192,47,302.117261
-53.806527,111,302.135777
-76.515661,85,302.150118
-91.315345,122,302.170401
-57.712059,60,302.181933
-69.52506,94,302.465695
-112.95481,141,302.489944
-57.534286,113,302.510388
-87.586365,106,302.528372
-43.612996,101,302.545856
-102.981903,104,302.563851
-48.855924,71,302.576511
-31.522358,50,302.586428
-98.011984,82,302.601827
-102.072388,82,302.616779
-48.219152,110,302.635603
-53.631112,75,302.648574
-37.566333,66,302.65957
-55.206942,81,302.672881
-32.406895,84,302.686567
-58.171939,85,302.7004
-140.769892,142,302.725708
-39.727588,32,302.731191
-50.091801,56,302.740608
-28.234923,100,302.757394
-42.909371,52,302.766181
-103.24512,101,302.78323
-50.084664,53,302.792179
-47.347431,46,302.799947
-25.193544,38,302.806328
-26.195861,37,302.81343
-64.541172,95,302.829983
-74.003146,129,302.851235
-83.678441,71,302.862912
-20.381978,31,302.86799
-47.483485,68,302.879001
-115.967156,129,302.899872
-30.569384,49,302.907981
-50.926557,46,302.916666
-56.332924,66,302.928535
-43.283686,62,302.939554
-89.973164,82,302.953875
-32.359752,43,302.961501
-89.703657,125,302.98241
-30.055141,41,302.98962
-42.531989,86,303.004201
-50.069776,54,303.013362
-62.076114,123,303.034797
-49.167567,60,303.044726
-60.404809,101,303.061955
-58.499866,98,303.07847
-44.349895,61,303.088563
-24.684079,66,303.09931
-40.569954,80,303.112747
-117.181813,83,303.127835
-79.064239,92,303.144125
-57.197534,106,303.426267
-104.144816,140,303.451366
-75.143832,120,303.471721
-106.392256,136,303.494549
-39.323578,64,303.50523
-47.399593,140,303.528346
-85.253668,74,303.540699
-36.706731,49,303.54983
-72.036585,84,303.565647
-57.956541,102,303.58428
-60.797409,64,303.595786
-117.255185,127,303.617742
-78.468467,75,303.630677
-39.596473,48,303.63877
-111.105673,96,303.655911
-53.570298,65,303.667904
-69.511027,65,303.679174
-67.2714,83,303.693448
-59.106539,95,303.709528
-33.550891,34,303.715822
-27.656083,57,303.725861
-71.607527,104,303.743965
-36.431998,37,303.750388
-58.995853,106,303.769838
-27.708739,47,303.777775
-56.003584,92,303.794075
-33.544776,72,303.806403
-47.077707,100,303.823029
-34.227001,62,303.833611
-61.991284,107,303.852041
-30.914537,64,303.863715
-41.348265,81,303.877863
-97.567791,89,303.893478
-87.60479,94,303.909575
-75.95177,70,303.921413
-59.735822,54,303.930497
-66.33371,105,303.948297
-64.495606,59,303.958539
-81.407759,99,303.976535
-28.554868,33,303.982368
-96.008915,178,304.012279
-123.237363,94,304.028437
-57.076868,74,304.041067
-32.732513,54,304.050401
-60.089075,80,304.063989
-62.714984,99,304.082389
-57.178656,87,304.097783
-31.461664,43,304.105344
-23.206905,37,304.111757
-74.901853,75,304.124654
-40.783111,63,304.398585
-64.203989,82,304.413508
-121.316421,142,304.437496
-50.967492,83,304.451674
-61.024601,100,304.468565
-22.539036,26,304.473043
-49.889636,40,304.479729
-48.814128,88,304.494546
-52.07352,100,304.512836
-110.299677,115,304.532296
-87.89966,94,304.548525
-38.075592,64,304.559589
-66.792605,109,304.5787
-51.852895,92,304.595875
-80.684443,93,304.613617
-38.20691,87,304.628626
-39.084862,41,304.635702
-102.452704,111,304.654318
-53.608934,44,304.661966
-67.288262,104,304.679778
-78.413459,72,304.692066
-42.444934,52,304.700986
-38.227936,69,304.713599
-95.43024,107,304.732308
-41.653649,81,304.746096
-38.630659,78,304.759362
-57.692613,51,304.768001
-138.100411,145,304.792289
-64.808866,125,304.814175
-74.684733,93,304.830611
-32.564535,72,304.842777
-27.422551,67,304.854024
-32.619739,51,304.862606
-56.103561,71,304.874825
-107.027116,139,304.898308
-30.167427,42,304.905375
-36.699697,63,304.915951
-33.116896,87,304.931877
-64.869203,81,304.945725
-55.09225,91,304.961061
-81.867756,71,304.97307
-59.528535,68,304.984691
-34.74202,66,304.995867
-54.655682,77,305.008875
-71.177152,89,305.023841
-84.576604,114,305.044188
-113.76586,81,305.05808
-41.101372,43,305.065361
-65.252592,101,305.0824
-48.080001,55,305.091821
-47.851555,59,305.101602
-84.612929,75,305.398795
-101.339853,128,305.420044
-46.94181,60,305.430005
-109.548851,75,305.44267
-39.107002,75,305.456397
-67.635728,68,305.468247
-73.098217,92,305.484341
-68.421531,70,305.496192
-50.670261,69,305.5078
-77.362245,153,305.53359
-61.496897,90,305.549248
-71.905964,123,305.572139
-76.30979,61,305.583394
-105.77261,110,305.602421
-59.504026,74,305.614971
-113.930638,142,305.638921
-50.06986,63,305.649752
-65.025301,93,305.666538
-34.002519,87,305.68149
-44.390195,64,305.692886
-89.749227,107,305.711108
-43.875332,71,305.723116
-207.167958,158,305.749789
-44.061902,60,305.759945
-36.04975,48,305.769132
-83.730442,127,305.790645
-37.886231,101,305.807741
-93.112919,111,305.82646
-37.69701,63,305.837093
-62.83783,88,305.851905
-41.057394,77,305.864752
-57.24852,77,305.87876
-129.405585,100,305.895273
-59.562717,50,305.903725
-62.367053,80,305.917145
-96.286477,71,305.929174
-49.295433,47,305.937038
-63.782465,70,305.948932
-26.351544,55,305.958361
-53.752011,65,305.969223
